source,destination,cost,time(in hrs)
67,81,150,2.5
67,82,90,1.5
67,83,90,1.5
67,84,120,2
67,85,60,1
67,86,30,0.5
67,87,120,2
67,88,120,2
67,89,0,0
67,90,0,0
67,91,0,0
67,92,0,0
67,93,90,1.5
67,94,60,1
67,95,120,2
67,96,0,0
67,97,90,1.5
67,98,150,2.5
67,99,60,1
67,100,120,2
67,101,30,0.5
67,102,60,1
67,103,120,2
67,104,90,1.5
67,105,60,1
67,106,60,1
67,107,120,2
67,108,150,2.5
67,109,90,1.5
67,110,90,1.5
67,111,120,2
67,112,180,3
67,113,30,0.5
67,114,60,1
67,115,60,1
67,116,180,3
67,117,180,3
67,118,60,1
67,119,30,0.5
67,120,60,1
67,121,150,2.5
67,122,150,2.5
67,123,150,2.5
67,124,150,2.5
67,125,150,2.5
67,126,90,1.5
67,127,180,3
68,68,90,1.5
68,69,90,1.5
68,70,90,1.5
68,71,60,1
68,72,90,1.5
68,73,90,1.5
68,74,120,2
68,75,90,1.5
68,76,150,2.5
68,77,90,1.5
68,78,90,1.5
68,79,90,1.5
68,80,210,3.5
68,81,150,2.5
68,82,90,1.5
68,83,60,1
68,84,60,1
68,85,90,1.5
68,86,30,0.5
68,87,90,1.5
68,88,90,1.5
68,89,0,0
68,90,0,0
68,91,0,0
68,92,30,0.5
68,93,60,1
68,94,30,0.5
68,95,90,1.5
68,96,0,0
68,97,90,1.5
68,98,120,2
68,99,30,0.5
68,100,120,2
68,101,60,1
68,102,30,0.5
68,103,150,2.5
68,104,120,2
68,105,60,1
68,106,90,1.5
68,107,90,1.5
68,108,120,2
68,109,120,2
68,110,90,1.5
68,111,150,2.5
68,112,150,2.5
68,113,60,1
68,114,60,1
68,115,60,1
68,116,210,3.5
68,117,210,3.5
68,118,60,1
68,119,30,0.5
68,120,30,0.5
68,121,180,3
68,122,180,3
68,123,180,3
68,124,180,3
68,125,120,2
68,126,60,1
68,127,150,2.5
69,69,0,0
69,70,0,0
69,71,150,2.5
69,72,180,3
69,73,0,0
69,74,0,0
69,75,180,3
69,76,210,3.5
69,77,180,3
69,78,60,1
69,79,60,1
69,80,120,2
69,81,60,1
69,82,0,0
69,83,90,1.5
69,84,90,1.5
69,85,150,2.5
69,86,60,1
69,87,180,3
69,88,150,2.5
69,89,90,1.5
69,90,90,1.5
69,91,90,1.5
69,92,150,2.5
69,93,30,0.5
69,94,30,0.5
69,95,180,3
69,96,90,1.5
69,97,0,0
69,98,30,0.5
69,99,150,2.5
69,100,30,0.5
69,101,90,1.5
69,102,150,2.5
69,103,180,3
69,104,150,2.5
69,105,180,3
69,106,180,3
69,107,60,1
69,108,30,0.5
69,109,120,2
69,110,60,1
69,111,210,3.5
69,112,60,1
69,113,120,2
69,114,120,2
69,115,120,2
69,116,240,4
69,117,240,4
69,118,150,2.5
69,119,120,2
69,120,150,2.5
69,121,210,3.5
69,122,210,3.5
69,123,210,3.5
69,124,210,3.5
69,125,30,0.5
69,126,180,3
69,127,210,3.5
70,70,0,0
70,71,150,2.5
70,72,180,3
70,73,0,0
70,74,0,0
70,75,180,3
70,76,210,3.5
70,77,180,3
70,78,60,1
70,79,60,1
70,80,120,2
70,81,90,1.5
70,82,0,0
70,83,90,1.5
70,84,90,1.5
70,85,150,2.5
70,86,60,1
70,87,180,3
70,88,150,2.5
70,89,90,1.5
70,90,90,1.5
70,91,90,1.5
70,92,150,2.5
70,93,30,0.5
70,94,30,0.5
70,95,180,3
70,96,90,1.5
70,97,0,0
70,98,0,0
70,99,150,2.5
70,100,30,0.5
70,101,120,2
70,102,150,2.5
70,103,180,3
70,104,180,3
70,105,180,3
70,106,180,3
70,107,60,1
70,108,30,0.5
70,109,120,2
70,110,60,1
70,111,210,3.5
70,112,60,1
70,113,120,2
70,114,120,2
70,115,120,2
70,116,240,4
70,117,240,4
70,118,150,2.5
70,119,120,2
70,120,150,2.5
70,121,210,3.5
70,122,210,3.5
70,123,240,4
70,124,210,3.5
70,125,30,0.5
70,126,180,3
70,127,210,3.5
71,71,150,2.5
71,72,180,3
71,73,0,0
71,74,30,0.5
71,75,210,3.5
71,76,210,3.5
71,77,210,3.5
71,78,60,1
71,79,60,1
71,80,90,1.5
71,81,60,1
71,82,0,0
71,83,120,2
71,84,120,2
71,85,150,2.5
71,86,60,1
71,87,180,3
71,88,180,3
71,89,90,1.5
71,90,120,2
71,91,90,1.5
71,92,150,2.5
71,93,60,1
71,94,30,0.5
71,95,180,3
71,96,120,2
71,97,0,0
71,98,30,0.5
71,99,150,2.5
71,100,30,0.5
71,101,90,1.5
71,102,150,2.5
71,103,180,3
71,104,150,2.5
71,105,180,3
71,106,210,3.5
71,107,60,1
71,108,30,0.5
71,109,120,2
71,110,60,1
71,111,210,3.5
71,112,90,1.5
71,113,90,1.5
71,114,90,1.5
71,115,90,1.5
71,116,210,3.5
71,117,210,3.5
71,118,150,2.5
71,119,150,2.5
71,120,150,2.5
71,121,210,3.5
71,122,210,3.5
71,123,210,3.5
71,124,210,3.5
71,125,60,1
71,126,180,3
71,127,240,4
72,72,120,2
72,73,150,2.5
72,74,150,2.5
72,75,30,0.5
72,76,180,3
72,77,30,0.5
72,78,120,2
72,79,120,2
72,80,270,4.5
72,81,210,3.5
72,82,120,2
72,83,60,1
72,84,90,1.5
72,85,120,2
72,86,60,1
72,87,30,0.5
72,88,30,0.5
72,89,60,1
72,90,60,1
72,91,60,1
72,92,60,1
72,93,90,1.5
72,94,90,1.5
72,95,60,1
72,96,60,1
72,97,150,2.5
72,98,150,2.5
72,99,0,0
72,100,180,3
72,101,120,2
72,102,0,0
72,103,210,3.5
72,104,180,3
72,105,60,1
72,106,60,1
72,107,120,2
72,108,150,2.5
72,109,180,3
72,110,150,2.5
72,111,180,3
72,112,180,3
72,113,120,2
72,114,120,2
72,115,120,2
72,116,270,4.5
72,117,270,4.5
72,118,0,0
72,119,30,0.5
72,120,0,0
72,121,240,4
72,122,240,4
72,123,240,4
72,124,210,3.5
72,125,150,2.5
72,126,30,0.5
72,127,90,1.5
73,73,180,3
73,74,210,3.5
73,75,150,2.5
73,76,30,0.5
73,77,150,2.5
73,78,180,3
73,79,180,3
73,80,270,4.5
73,81,210,3.5
73,82,180,3
73,83,150,2.5
73,84,180,3
73,85,30,0.5
73,86,120,2
73,87,180,3
73,88,180,3
73,89,90,1.5
73,90,60,1
73,91,90,1.5
73,92,30,0.5
73,93,150,2.5
73,94,120,2
73,95,180,3
73,96,60,1
73,97,180,3
73,98,210,3.5
73,99,120,2
73,100,180,3
73,101,90,1.5
73,102,90,1.5
73,103,120,2
73,104,90,1.5
73,105,60,1
73,106,60,1
73,107,180,3
73,108,210,3.5
73,109,120,2
73,110,120,2
73,111,30,0.5
73,112,240,4
73,113,90,1.5
73,114,90,1.5
73,115,90,1.5
73,116,150,2.5
73,117,150,2.5
73,118,120,2
73,119,90,1.5
73,120,90,1.5
73,121,120,2
73,122,120,2
73,123,120,2
73,124,120,2
73,125,210,3.5
73,126,90,1.5
73,127,210,3.5
74,74,0,0
74,75,180,3
74,76,210,3.5
74,77,180,3
74,78,60,1
74,79,60,1
74,80,120,2
74,81,60,1
74,82,0,0
74,83,90,1.5
74,84,90,1.5
74,85,150,2.5
74,86,60,1
74,87,180,3
74,88,150,2.5
74,89,90,1.5
74,90,90,1.5
74,91,90,1.5
74,92,120,2
74,93,30,0.5
74,94,30,0.5
74,95,180,3
74,96,90,1.5
74,97,0,0
74,98,30,0.5
74,99,150,2.5
74,100,30,0.5
74,101,90,1.5
74,102,120,2
74,103,180,3
74,104,150,2.5
74,105,180,3
74,106,180,3
74,107,60,1
74,108,30,0.5
74,109,120,2
74,110,60,1
74,111,210,3.5
74,112,90,1.5
74,113,90,1.5
74,114,90,1.5
74,115,90,1.5
74,116,210,3.5
74,117,210,3.5
74,118,150,2.5
74,119,120,2
74,120,150,2.5
74,121,210,3.5
74,122,210,3.5
74,123,210,3.5
74,124,210,3.5
74,125,60,1
74,126,180,3
74,127,210,3.5
75,75,180,3
75,76,240,4
75,77,180,3
75,78,60,1
75,79,60,1
75,80,120,2
75,81,90,1.5
75,82,30,0.5
75,83,90,1.5
75,84,90,1.5
75,85,180,3
75,86,90,1.5
75,87,180,3
75,88,180,3
75,89,120,2
75,90,120,2
75,91,120,2
75,92,150,2.5
75,93,60,1
75,94,60,1
75,95,180,3
75,96,120,2
75,97,30,0.5
75,98,0,0
75,99,150,2.5
75,100,60,1
75,101,120,2
75,102,150,2.5
75,103,210,3.5
75,104,180,3
75,105,180,3
75,106,210,3.5
75,107,60,1
75,108,0,0
75,109,150,2.5
75,110,90,1.5
75,111,240,4
75,112,60,1
75,113,120,2
75,114,120,2
75,115,120,2
75,116,240,4
75,117,240,4
75,118,150,2.5
75,119,150,2.5
75,120,150,2.5
75,121,240,4
75,122,240,4
75,123,240,4
75,124,240,4
75,125,30,0.5
75,126,180,3
75,127,210,3.5
76,76,210,3.5
76,77,0,0
76,78,150,2.5
76,79,150,2.5
76,80,300,5
76,81,270,4.5
76,82,180,3
76,83,90,1.5
76,84,90,1.5
76,85,180,3
76,86,120,2
76,87,30,0.5
76,88,30,0.5
76,89,120,2
76,90,120,2
76,91,90,1.5
76,92,90,1.5
76,93,120,2
76,94,150,2.5
76,95,30,0.5
76,96,120,2
76,97,180,3
76,98,210,3.5
76,99,30,0.5
76,100,240,4
76,101,150,2.5
76,102,30,0.5
76,103,240,4
76,104,210,3.5
76,105,90,1.5
76,106,90,1.5
76,107,150,2.5
76,108,210,3.5
76,109,240,4
76,110,180,3
76,111,210,3.5
76,112,210,3.5
76,113,180,3
76,114,180,3
76,115,180,3
76,116,300,5
76,117,300,5
76,118,30,0.5
76,119,60,1
76,120,60,1
76,121,270,4.5
76,122,270,4.5
76,123,270,4.5
76,124,270,4.5
76,125,180,3
76,126,30,0.5
76,127,60,1
77,77,210,3.5
77,78,240,4
77,79,240,4
77,80,270,4.5
77,81,240,4
77,82,210,3.5
77,83,210,3.5
77,84,240,4
77,85,30,0.5
77,86,150,2.5
77,87,240,4
77,88,240,4
77,89,120,2
77,90,120,2
77,91,120,2
77,92,90,1.5
77,93,180,3
77,94,180,3
77,95,240,4
77,96,120,2
77,97,210,3.5
77,98,240,4
77,99,180,3
77,100,210,3.5
77,101,90,1.5
77,102,150,2.5
77,103,90,1.5
77,104,60,1
77,105,90,1.5
77,106,90,1.5
77,107,240,4
77,108,240,4
77,109,120,2
77,110,150,2.5
77,111,0,0
77,112,300,5
77,113,90,1.5
77,114,90,1.5
77,115,90,1.5
77,116,120,2
77,117,120,2
77,118,180,3
77,119,150,2.5
77,120,150,2.5
77,121,60,1
77,122,60,1
77,123,60,1
77,124,60,1
77,125,270,4.5
77,126,150,2.5
77,127,270,4.5
78,78,150,2.5
78,79,150,2.5
78,80,300,5
78,81,270,4.5
78,82,180,3
78,83,90,1.5
78,84,90,1.5
78,85,180,3
78,86,120,2
78,87,0,0
78,88,0,0
78,89,120,2
78,90,120,2
78,91,120,2
78,92,120,2
78,93,150,2.5
78,94,150,2.5
78,95,0,0
78,96,120,2
78,97,180,3
78,98,180,3
78,99,30,0.5
78,100,240,4
78,101,180,3
78,102,60,1
78,103,270,4.5
78,104,240,4
78,105,90,1.5
78,106,120,2
78,107,150,2.5
78,108,180,3
78,109,240,4
78,110,210,3.5
78,111,210,3.5
78,112,210,3.5
78,113,180,3
78,114,180,3
78,115,180,3
78,116,330,5.5
78,117,330,5.5
78,118,30,0.5
78,119,60,1
78,120,60,1
78,121,270,4.5
78,122,270,4.5
78,123,270,4.5
78,124,270,4.5
78,125,180,3
78,126,60,1
78,127,30,0.5
79,79,0,0
79,80,180,3
79,81,150,2.5
79,82,60,1
79,83,60,1
79,84,30,0.5
79,85,180,3
79,86,60,1
79,87,120,2
79,88,120,2
79,89,90,1.5
79,90,90,1.5
79,91,90,1.5
79,92,120,2
79,93,30,0.5
79,94,60,1
79,95,120,2
79,96,90,1.5
79,97,60,1
79,98,30,0.5
79,99,120,2
79,100,90,1.5
79,101,120,2
79,102,120,2
79,103,210,3.5
79,104,210,3.5
79,105,180,3
79,106,180,3
79,107,0,0
79,108,30,0.5
79,109,180,3
79,110,120,2
79,111,240,4
79,112,60,1
79,113,120,2
79,114,120,2
79,115,150,2.5
79,116,270,4.5
79,117,270,4.5
79,118,120,2
79,119,120,2
79,120,120,2
79,121,240,4
79,122,270,4.5
79,123,270,4.5
79,124,240,4
79,125,30,0.5
79,126,150,2.5
79,127,150,2.5
80,80,180,3
80,81,150,2.5
80,82,60,1
80,83,60,1
80,84,30,0.5
80,85,180,3
80,86,60,1
80,87,120,2
80,88,120,2
80,89,90,1.5
80,90,90,1.5
80,91,90,1.5
80,92,120,2
80,93,30,0.5
80,94,60,1
80,95,120,2
80,96,90,1.5
80,97,60,1
80,98,30,0.5
80,99,120,2
80,100,120,2
80,101,120,2
80,102,120,2
80,103,210,3.5
80,104,210,3.5
80,105,180,3
80,106,180,3
80,107,0,0
80,108,30,0.5
80,109,180,3
80,110,120,2
80,111,240,4
80,112,60,1
80,113,150,2.5
80,114,150,2.5
80,115,150,2.5
80,116,270,4.5
80,117,270,4.5
80,118,120,2
80,119,120,2
80,120,120,2
80,121,270,4.5
80,122,270,4.5
80,123,270,4.5
80,124,240,4
80,125,30,0.5
80,126,150,2.5
80,127,150,2.5
81,81,30,0.5
81,82,120,2
81,83,240,4
81,84,210,3.5
81,85,210,3.5
81,86,180,3
81,87,300,5
81,88,300,5
81,89,210,3.5
81,90,210,3.5
81,91,210,3.5
81,92,240,4
81,93,150,2.5
81,94,150,2.5
81,95,300,5
81,96,210,3.5
81,97,120,2
81,98,120,2
81,99,270,4.5
81,100,60,1
81,101,180,3
81,102,270,4.5
81,103,180,3
81,104,180,3
81,105,270,4.5
81,106,300,5
81,107,180,3
81,108,120,2
81,109,150,2.5
81,110,120,2
81,111,270,4.5
81,112,150,2.5
81,113,150,2.5
81,114,150,2.5
81,115,150,2.5
81,116,210,3.5
81,117,210,3.5
81,118,270,4.5
81,119,240,4
81,120,270,4.5
81,121,210,3.5
81,122,210,3.5
81,123,240,4
81,124,210,3.5
81,125,150,2.5
81,126,300,5
81,127,360,6
82,82,90,1.5
82,83,180,3
82,84,180,3
82,85,180,3
82,86,120,2
82,87,240,4
82,88,240,4
82,89,150,2.5
82,90,150,2.5
82,91,150,2.5
82,92,180,3
82,93,120,2
82,94,90,1.5
82,95,270,4.5
82,96,150,2.5
82,97,60,1
82,98,90,1.5
82,99,210,3.5
82,100,30,0.5
82,101,120,2
82,102,210,3.5
82,103,150,2.5
82,104,150,2.5
82,105,240,4
82,106,240,4
82,107,150,2.5
82,108,90,1.5
82,109,90,1.5
82,110,60,1
82,111,240,4
82,112,120,2
82,113,120,2
82,114,120,2
82,115,120,2
82,116,180,3
82,117,180,3
82,118,210,3.5
82,119,210,3.5
82,120,210,3.5
82,121,180,3
82,122,180,3
82,123,210,3.5
82,124,180,3
82,125,120,2
82,126,240,4
82,127,300,5
83,83,90,1.5
83,84,90,1.5
83,85,150,2.5
83,86,60,1
83,87,150,2.5
83,88,150,2.5
83,89,90,1.5
83,90,90,1.5
83,91,90,1.5
83,92,120,2
83,93,30,0.5
83,94,30,0.5
83,95,180,3
83,96,90,1.5
83,97,0,0
83,98,30,0.5
83,99,120,2
83,100,30,0.5
83,101,90,1.5
83,102,120,2
83,103,180,3
83,104,150,2.5
83,105,180,3
83,106,180,3
83,107,60,1
83,108,30,0.5
83,109,120,2
83,110,60,1
83,111,210,3.5
83,112,60,1
83,113,90,1.5
83,114,90,1.5
83,115,90,1.5
83,116,210,3.5
83,117,210,3.5
83,118,120,2
83,119,120,2
83,120,120,2
83,121,210,3.5
83,122,210,3.5
83,123,210,3.5
83,124,210,3.5
83,125,30,0.5
83,126,180,3
83,127,210,3.5
84,84,0,0
84,85,180,3
84,86,60,1
84,87,60,1
84,88,60,1
84,89,90,1.5
84,90,90,1.5
84,91,90,1.5
84,92,120,2
84,93,60,1
84,94,90,1.5
84,95,60,1
84,96,90,1.5
84,97,90,1.5
84,98,90,1.5
84,99,60,1
84,100,150,2.5
84,101,120,2
84,102,60,1
84,103,240,4
84,104,210,3.5
84,105,120,2
84,106,120,2
84,107,60,1
84,108,90,1.5
84,109,180,3
84,110,120,2
84,111,210,3.5
84,112,120,2
84,113,150,2.5
84,114,150,2.5
84,115,150,2.5
84,116,270,4.5
84,117,270,4.5
84,118,60,1
84,119,60,1
84,120,60,1
84,121,270,4.5
84,122,270,4.5
84,123,270,4.5
84,124,240,4
84,125,90,1.5
84,126,90,1.5
84,127,90,1.5
85,85,180,3
85,86,60,1
85,87,60,1
85,88,60,1
85,89,90,1.5
85,90,90,1.5
85,91,90,1.5
85,92,120,2
85,93,60,1
85,94,90,1.5
85,95,90,1.5
85,96,90,1.5
85,97,90,1.5
85,98,90,1.5
85,99,60,1
85,100,150,2.5
85,101,150,2.5
85,102,90,1.5
85,103,240,4
85,104,210,3.5
85,105,150,2.5
85,106,150,2.5
85,107,30,0.5
85,108,90,1.5
85,109,210,3.5
85,110,150,2.5
85,111,240,4
85,112,90,1.5
85,113,150,2.5
85,114,150,2.5
85,115,150,2.5
85,116,300,5
85,117,300,5
85,118,90,1.5
85,119,90,1.5
85,120,90,1.5
85,121,270,4.5
85,122,270,4.5
85,123,270,4.5
85,124,270,4.5
85,125,60,1
85,126,120,2
85,127,120,2
86,86,120,2
86,87,180,3
86,88,180,3
86,89,60,1
86,90,60,1
86,91,60,1
86,92,60,1
86,93,150,2.5
86,94,120,2
86,95,210,3.5
86,96,60,1
86,97,150,2.5
86,98,180,3
86,99,120,2
86,100,150,2.5
86,101,30,0.5
86,102,120,2
86,103,60,1
86,104,60,1
86,105,90,1.5
86,106,90,1.5
86,107,180,3
86,108,180,3
86,109,60,1
86,110,90,1.5
86,111,30,0.5
86,112,240,4
86,113,30,0.5
86,114,30,0.5
86,115,30,0.5
86,116,120,2
86,117,120,2
86,118,120,2
86,119,90,1.5
86,120,120,2
86,121,90,1.5
86,122,90,1.5
86,123,90,1.5
86,124,90,1.5
86,125,210,3.5
86,126,120,2
86,127,240,4
87,87,120,2
87,88,120,2
87,89,30,0.5
87,90,30,0.5
87,91,30,0.5
87,92,60,1
87,93,30,0.5
87,94,0,0
87,95,120,2
87,96,30,0.5
87,97,60,1
87,98,90,1.5
87,99,60,1
87,100,90,1.5
87,101,60,1
87,102,60,1
87,103,150,2.5
87,104,150,2.5
87,105,90,1.5
87,106,120,2
87,107,60,1
87,108,90,1.5
87,109,120,2
87,110,60,1
87,111,150,2.5
87,112,120,2
87,113,60,1
87,114,60,1
87,115,60,1
87,116,210,3.5
87,117,210,3.5
87,118,60,1
87,119,60,1
87,120,60,1
87,121,180,3
87,122,180,3
87,123,180,3
87,124,180,3
87,125,90,1.5
87,126,90,1.5
87,127,150,2.5
88,88,0,0
88,89,120,2
88,90,120,2
88,91,120,2
88,92,120,2
88,93,120,2
88,94,150,2.5
88,95,0,0
88,96,120,2
88,97,180,3
88,98,180,3
88,99,30,0.5
88,100,210,3.5
88,101,180,3
88,102,60,1
88,103,270,4.5
88,104,240,4
88,105,120,2
88,106,120,2
88,107,120,2
88,108,180,3
88,109,240,4
88,110,180,3
88,111,240,4
88,112,180,3
88,113,180,3
88,114,180,3
88,115,180,3
88,116,330,5.5
88,117,330,5.5
88,118,30,0.5
88,119,90,1.5
88,120,60,1
88,121,300,5
88,122,300,5
88,123,300,5
88,124,270,4.5
88,125,150,2.5
88,126,60,1
88,127,30,0.5
89,89,120,2
89,90,120,2
89,91,120,2
89,92,120,2
89,93,120,2
89,94,120,2
89,95,0,0
89,96,120,2
89,97,180,3
89,98,180,3
89,99,30,0.5
89,100,210,3.5
89,101,180,3
89,102,60,1
89,103,270,4.5
89,104,240,4
89,105,120,2
89,106,120,2
89,107,120,2
89,108,180,3
89,109,240,4
89,110,180,3
89,111,240,4
89,112,180,3
89,113,180,3
89,114,180,3
89,115,180,3
89,116,300,5
89,117,300,5
89,118,30,0.5
89,119,60,1
89,120,60,1
89,121,270,4.5
89,122,270,4.5
89,123,270,4.5
89,124,270,4.5
89,125,150,2.5
89,126,60,1
89,127,30,0.5
90,90,0,0
90,91,0,0
90,92,30,0.5
90,93,60,1
90,94,30,0.5
90,95,120,2
90,96,0,0
90,97,90,1.5
90,98,120,2
90,99,60,1
90,100,120,2
90,101,30,0.5
90,102,60,1
90,103,150,2.5
90,104,120,2
90,105,60,1
90,106,90,1.5
90,107,90,1.5
90,108,120,2
90,109,120,2
90,110,60,1
90,111,120,2
90,112,150,2.5
90,113,60,1
90,114,60,1
90,115,60,1
90,116,180,3
90,117,180,3
90,118,60,1
90,119,30,0.5
90,120,60,1
90,121,150,2.5
90,122,150,2.5
90,123,180,3
90,124,150,2.5
90,125,120,2
90,126,90,1.5
90,127,180,3
91,91,0,0
91,92,30,0.5
91,93,60,1
91,94,60,1
91,95,120,2
91,96,0,0
91,97,90,1.5
91,98,120,2
91,99,60,1
91,100,120,2
91,101,30,0.5
91,102,60,1
91,103,150,2.5
91,104,120,2
91,105,60,1
91,106,90,1.5
91,107,90,1.5
91,108,120,2
91,109,120,2
91,110,60,1
91,111,120,2
91,112,150,2.5
91,113,60,1
91,114,60,1
91,115,60,1
91,116,180,3
91,117,180,3
91,118,60,1
91,119,30,0.5
91,120,60,1
91,121,150,2.5
91,122,150,2.5
91,123,150,2.5
91,124,150,2.5
91,125,120,2
91,126,90,1.5
91,127,180,3
92,92,30,0.5
92,93,60,1
92,94,60,1
92,95,120,2
92,96,0,0
92,97,90,1.5
92,98,120,2
92,99,60,1
92,100,120,2
92,101,60,1
92,102,60,1
92,103,150,2.5
92,104,120,2
92,105,60,1
92,106,90,1.5
92,107,90,1.5
92,108,120,2
92,109,120,2
92,110,60,1
92,111,120,2
92,112,150,2.5
92,113,60,1
92,114,60,1
92,115,60,1
92,116,180,3
92,117,180,3
92,118,60,1
92,119,30,0.5
92,120,30,0.5
92,121,150,2.5
92,122,180,3
92,123,180,3
92,124,150,2.5
92,125,120,2
92,126,90,1.5
92,127,180,3
93,93,90,1.5
93,94,90,1.5
93,95,120,2
93,96,30,0.5
93,97,120,2
93,98,150,2.5
93,99,60,1
93,100,150,2.5
93,101,60,1
93,102,60,1
93,103,120,2
93,104,120,2
93,105,30,0.5
93,106,30,0.5
93,107,120,2
93,108,150,2.5
93,109,120,2
93,110,90,1.5
93,111,90,1.5
93,112,210,3.5
93,113,60,1
93,114,60,1
93,115,60,1
93,116,180,3
93,117,180,3
93,118,60,1
93,119,30,0.5
93,120,30,0.5
93,121,150,2.5
93,122,150,2.5
93,123,150,2.5
93,124,150,2.5
93,125,150,2.5
93,126,60,1
93,127,180,3
94,94,0,0
94,95,120,2
94,96,60,1
94,97,30,0.5
94,98,60,1
94,99,90,1.5
94,100,90,1.5
94,101,90,1.5
94,102,90,1.5
94,103,180,3
94,104,150,2.5
94,105,150,2.5
94,106,150,2.5
94,107,30,0.5
94,108,60,1
94,109,150,2.5
94,110,60,1
94,111,180,3
94,112,90,1.5
94,113,90,1.5
94,114,90,1.5
94,115,90,1.5
94,116,240,4
94,117,240,4
94,118,90,1.5
94,119,90,1.5
94,120,90,1.5
94,121,210,3.5
94,122,210,3.5
94,123,210,3.5
94,124,210,3.5
94,125,60,1
94,126,120,2
94,127,180,3
95,95,150,2.5
95,96,60,1
95,97,30,0.5
95,98,60,1
95,99,90,1.5
95,100,60,1
95,101,60,1
95,102,90,1.5
95,103,150,2.5
95,104,120,2
95,105,120,2
95,106,150,2.5
95,107,60,1
95,108,60,1
95,109,120,2
95,110,30,0.5
95,111,180,3
95,112,120,2
95,113,60,1
95,114,60,1
95,115,60,1
95,116,210,3.5
95,117,210,3.5
95,118,90,1.5
95,119,90,1.5
95,120,90,1.5
95,121,180,3
95,122,180,3
95,123,180,3
95,124,180,3
95,125,60,1
95,126,120,2
95,127,180,3
96,96,120,2
96,97,180,3
96,98,180,3
96,99,60,1
96,100,210,3.5
96,101,180,3
96,102,60,1
96,103,270,4.5
96,104,240,4
96,105,120,2
96,106,120,2
96,107,120,2
96,108,180,3
96,109,240,4
96,110,210,3.5
96,111,240,4
96,112,180,3
96,113,180,3
96,114,180,3
96,115,180,3
96,116,330,5.5
96,117,330,5.5
96,118,60,1
96,119,90,1.5
96,120,60,1
96,121,300,5
96,122,300,5
96,123,300,5
96,124,300,5
96,125,150,2.5
96,126,90,1.5
96,127,30,0.5
97,97,90,1.5
97,98,120,2
97,99,60,1
97,100,120,2
97,101,30,0.5
97,102,60,1
97,103,150,2.5
97,104,120,2
97,105,60,1
97,106,60,1
97,107,90,1.5
97,108,120,2
97,109,120,2
97,110,90,1.5
97,111,120,2
97,112,180,3
97,113,60,1
97,114,60,1
97,115,60,1
97,116,180,3
97,117,180,3
97,118,60,1
97,119,30,0.5
97,120,60,1
97,121,150,2.5
97,122,150,2.5
97,123,150,2.5
97,124,150,2.5
97,125,120,2
97,126,90,1.5
97,127,180,3
98,98,30,0.5
98,99,150,2.5
98,100,30,0.5
98,101,90,1.5
98,102,120,2
98,103,150,2.5
98,104,150,2.5
98,105,180,3
98,106,180,3
98,107,60,1
98,108,30,0.5
98,109,120,2
98,110,30,0.5
98,111,210,3.5
98,112,90,1.5
98,113,90,1.5
98,114,90,1.5
98,115,90,1.5
98,116,210,3.5
98,117,210,3.5
98,118,150,2.5
98,119,120,2
98,120,150,2.5
98,121,210,3.5
98,122,210,3.5
98,123,210,3.5
98,124,180,3
98,125,60,1
98,126,180,3
98,127,210,3.5
99,99,150,2.5
99,100,60,1
99,101,120,2
99,102,150,2.5
99,103,210,3.5
99,104,210,3.5
99,105,210,3.5
99,106,210,3.5
99,107,30,0.5
99,108,0,0
99,109,150,2.5
99,110,90,1.5
99,111,240,4
99,112,30,0.5
99,113,150,2.5
99,114,150,2.5
99,115,150,2.5
99,116,270,4.5
99,117,270,4.5
99,118,150,2.5
99,119,150,2.5
99,120,150,2.5
99,121,240,4
99,122,240,4
99,123,270,4.5
99,124,240,4
99,125,0,0
99,126,210,3.5
99,127,210,3.5
100,100,180,3
100,101,120,2
100,102,0,0
100,103,210,3.5
100,104,180,3
100,105,60,1
100,106,60,1
100,107,120,2
100,108,150,2.5
100,109,180,3
100,110,150,2.5
100,111,180,3
100,112,180,3
100,113,120,2
100,114,120,2
100,115,120,2
100,116,270,4.5
100,117,270,4.5
100,118,0,0
100,119,30,0.5
100,120,0,0
100,121,240,4
100,122,240,4
100,123,240,4
100,124,210,3.5
100,125,150,2.5
100,126,30,0.5
100,127,90,1.5
101,101,90,1.5
101,102,180,3
101,103,150,2.5
101,104,150,2.5
101,105,210,3.5
101,106,210,3.5
101,107,120,2
101,108,60,1
101,109,90,1.5
101,110,60,1
101,111,210,3.5
101,112,90,1.5
101,113,90,1.5
101,114,90,1.5
101,115,90,1.5
101,116,210,3.5
101,117,210,3.5
101,118,180,3
101,119,150,2.5
101,120,180,3
101,121,180,3
101,122,210,3.5
101,123,210,3.5
101,124,180,3
101,125,90,1.5
101,126,210,3.5
101,127,270,4.5
102,102,120,2
102,103,90,1.5
102,104,60,1
102,105,90,1.5
102,106,120,2
102,107,120,2
102,108,150,2.5
102,109,60,1
102,110,30,0.5
102,111,90,1.5
102,112,180,3
102,113,0,0
102,114,0,0
102,115,0,0
102,116,150,2.5
102,117,150,2.5
102,118,120,2
102,119,90,1.5
102,120,90,1.5
102,121,120,2
102,122,120,2
102,123,120,2
102,124,120,2
102,125,150,2.5
102,126,120,2
102,127,240,4
103,103,210,3.5
103,104,180,3
103,105,60,1
103,106,60,1
103,107,120,2
103,108,150,2.5
103,109,180,3
103,110,120,2
103,111,150,2.5
103,112,180,3
103,113,120,2
103,114,120,2
103,115,120,2
